movieId,title,genres,title_clean,genres_text,tags_text,profile_text
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,farewell my concubine (ba wang bie ji) (1993),drama romance,adapted from:book apology author:lillian lee backstage bechdel test:fail beijing best friend best performance:  gong li as juxian chen kaige child abuse china china culture communism compassionate courtesan culture earnest epic finger cut off flashbacks foreign friendship gay golden palm gong li homosexuality lavish leslie cheung love male nudity movielens top pick opera oscar nominee: cinematography oscar nominee: foreign language (hong kong) palme d'or passionate peking opera perrot library r r:language r:strong depiction of thematic material rape revolution seen 2013 singing society sweeping tea to see vocalists woman between two men zhang fengyi,farewell my concubine (ba wang bie ji) (1993) drama romance adapted from:book apology author:lillian lee backstage bechdel test:fail beijing best friend best performance: gong li as juxian chen kaige child abuse china china culture communism compassionate courtesan culture earnest epic finger cut off flashbacks foreign friendship gay golden palm gong li homosexuality lavish leslie cheung love male nudity movielens top pick opera oscar nominee: cinematography oscar nominee: foreign language (hong kong) palme d'or passionate peking opera perrot library r r:language r:strong depiction of thematic material rape revolution seen 2013 singing society sweeping tea to see vocalists woman between two men zhang fengyi
447,"Favor, The (1994)",Comedy|Romance,"favor, the (1994)",comedy romance,,"favor, the (1994) comedy romance"
448,Fearless (1993),Drama,fearless (1993),drama,accident airplane crash benicio del toro boring car crash cheating death clv death debra monk deirdre o'connell depression disaster easily confused with other movie(s) (title) eve roberts grief guilt isabella rossellini jeff bridges mental health nostalgia critic's top 20 peter weir psychology rosie perez slow tom hulce,fearless (1993) drama accident airplane crash benicio del toro boring car crash cheating death clv death debra monk deirdre o'connell depression disaster easily confused with other movie(s) (title) eve roberts grief guilt isabella rossellini jeff bridges mental health nostalgia critic's top 20 peter weir psychology rosie perez slow tom hulce
449,Fear of a Black Hat (1994),Comedy,fear of a black hat (1994),comedy,hip hop hip-hop mockumentary musician parody rap spoof,fear of a black hat (1994) comedy hip hop hip-hop mockumentary musician parody rap spoof
450,With Honors (1994),Comedy|Drama,with honors (1994),comedy drama,2020 relook alek keshishian bum college student feel-good harvard law school homeless homeless person homelessness law school,with honors (1994) comedy drama 2020 relook alek keshishian bum college student feel-good harvard law school homeless homeless person homelessness law school
451,Flesh and Bone (1993),Drama|Mystery|Romance,flesh and bone (1993),drama mystery romance,clv confrontation film noir funeral gambling grifter hulu liquor murder nudity nudity (topless - notable) nudity (topless) roadhouse robbery romance sex solitary texas,flesh and bone (1993) drama mystery romance clv confrontation film noir funeral gambling grifter hulu liquor murder nudity nudity (topless - notable) nudity (topless) roadhouse robbery romance sex solitary texas
452,Widows' Peak (1994),Drama,widows' peak (1994),drama,john irvin,widows' peak (1994) drama john irvin
453,For Love or Money (1993),Comedy|Romance,for love or money (1993),comedy romance,barry sonnenfeld concierge deception gabrielle anwar hotel hotels lover (female) michael j. fox michael tucker mistress,for love or money (1993) comedy romance barry sonnenfeld concierge deception gabrielle anwar hotel hotels lover (female) michael j. fox michael tucker mistress
454,"Firm, The (1993)",Drama|Thriller,"firm, the (1993)",drama thriller,_moodwishlist adapted from:book author:john grisham bar exam barbara garrick based on a book book was better btaege business can't remember clv corruption court courtoom courtroom dated ed harris fbi gary busey gene hackman harvard holly hunter jeanne tripplehorn john grisham karina lombard law law firm lawyer lawyer as protagonist lawyers legal thriller lincoln memorial mafia memphis mob no_fa_ganes own peabody hotel tennessee theater thriller tom clancy tom cruise too long unbelievable vhs washington dc wilford brimley beaten to death,"firm, the (1993) drama thriller _moodwishlist adapted from:book author:john grisham bar exam barbara garrick based on a book book was better btaege business can't remember clv corruption court courtoom courtroom dated ed harris fbi gary busey gene hackman harvard holly hunter jeanne tripplehorn john grisham karina lombard law law firm lawyer lawyer as protagonist lawyers legal thriller lincoln memorial mafia memphis mob no_fa_ganes own peabody hotel tennessee theater thriller tom clancy tom cruise too long unbelievable vhs washington dc wilford brimley beaten to death"
455,Free Willy (1993),Adventure|Children|Drama,free willy (1993),adventure children drama,adventure aftercreditsstinger amusement park animal:orca animal:whale animals - live action best friend children clv family freedom human animal relationship itaege jason james richter kids and family killer whale nostalgia critic nostalgic simon wincer social work social worker unnecessarily sad whale whales,free willy (1993) adventure children drama adventure aftercreditsstinger amusement park animal:orca animal:whale animals - live action best friend children clv family freedom human animal relationship itaege jason james richter kids and family killer whale nostalgia critic nostalgic simon wincer social work social worker unnecessarily sad whale whales
456,Fresh (1994),Crime|Drama|Thriller,fresh (1994),crime drama thriller,black board game boaz yakin chess childhood trauma crime crime drama death directorial debut drug dealer drug mule drug scene drug traffic drugs father-son relationship ghetto hood film hulu loss of loved one no_fa_ganes poverty revenge samuel l. jackson war on drugs witness to murder,fresh (1994) crime drama thriller black board game boaz yakin chess childhood trauma crime crime drama death directorial debut drug dealer drug mule drug scene drug traffic drugs father-son relationship ghetto hood film hulu loss of loved one no_fa_ganes poverty revenge samuel l. jackson war on drugs witness to murder
457,"Fugitive, The (1993)",Thriller,"fugitive, the (1993)",thriller,"1304 action adapted from:tv series adventure afi 100 (thrills) andrew davis based on a tv show based on tv series betrayal business business is the antagonist chase chicago conspiracy credible crime death sentence detective thriller disguise doctor doctors doomed man drama drug company edge of the seat escape excellent just excellent fbi pursuit/case flashback framed framed for murder frantic fugitive funniest movies good screenplay great dialogue harrison ford home invasion innocent person on the run intense julianne moore man on the run manhunt menacing murder mystery ominous on the run one armed man oscar (best supporting actor) oscar nominee: best picture oscar nominee: best picture 1993 oscar winner overrated paranoid pharma industry, academia, justice pharmaceutical plot police corruption police investigation predictable prison escape protagonist is medical doctor remake rewatch rousing runaway seen at the cinema seen part of setting:chicago sewer/tunnel chase smart characters surgeon suspense tense the comfort food of movies this movie sucked thriller tommy lee jones tumey's vhs tv tv series téa leoni does not star in this movie u.s. marshal usa veja video surveillance violence want wrongly accused","fugitive, the (1993) thriller 1304 action adapted from:tv series adventure afi 100 (thrills) andrew davis based on a tv show based on tv series betrayal business business is the antagonist chase chicago conspiracy credible crime death sentence detective thriller disguise doctor doctors doomed man drama drug company edge of the seat escape excellent just excellent fbi pursuit/case flashback framed framed for murder frantic fugitive funniest movies good screenplay great dialogue harrison ford home invasion innocent person on the run intense julianne moore man on the run manhunt menacing murder mystery ominous on the run one armed man oscar (best supporting actor) oscar nominee: best picture oscar nominee: best picture 1993 oscar winner overrated paranoid pharma industry, academia, justice pharmaceutical plot police corruption police investigation predictable prison escape protagonist is medical doctor remake rewatch rousing runaway seen at the cinema seen part of setting:chicago sewer/tunnel chase smart characters surgeon suspense tense the comfort food of movies this movie sucked thriller tommy lee jones tumey's vhs tv tv series téa leoni does not star in this movie u.s. marshal usa veja video surveillance violence want wrongly accused"
